Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,36.0,Business travel,Business,,5,5,5,5,4,4,,5.0,5,5,5,4,5,,0.0,1.0,satisfied
Female,Loyal Customer,,Business travel,Eco,125.0,3,3,4,3,3,2,,,3,3,3,3,3,,,93.0,satisfied
Male,Loyal Customer,56.0,,Eco Plus,,4,1,1,1,5,4,5.0,,4,5,3,4,3,5.0,,0.0,satisfied
Male,Loyal Customer,23.0,Personal Travel,Eco,,3,2,4,3,4,4,,,2,1,4,1,4,4.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,3,3,3,3,4,4,4.0,,4,2,3,3,5,,,0.0,satisfied
Female,Loyal Customer,29.0,,Eco,,4,4,4,1,3,4,3.0,,5,5,4,4,5,3.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,43.0,Personal Travel,Eco,,4,5,4,3,3,3,4.0,,3,4,3,4,3,,16.0,20.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,594.0,4,5,5,5,3,4,,,4,4,4,2,4,2.0,,0.0,satisfied
Female,Loyal Customer,39.0,Business travel,Business,2684.0,2,2,4,2,2,4,5.0,,4,4,4,3,4,,,0.0,satisfied
Female,Loyal Customer,49.0,Business travel,Business,,3,3,3,3,4,2,2.0,,3,3,3,4,3,,,34.0,neutral or dissatisfied
Male,Loyal Customer,39.0,Business travel,Eco,,1,3,3,3,1,1,1.0,1.0,3,1,2,1,2,1.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,39.0,Business travel,Eco,262.0,4,2,2,2,4,4,4.0,,2,2,1,4,5,,0.0,0.0,satisfied
Male,Loyal Customer,39.0,,Business,1587.0,1,1,4,1,5,4,4.0,,5,5,5,5,5,,,0.0,satisfied
Female,Loyal Customer,,,Business,,3,2,2,2,3,3,,3.0,3,3,3,2,3,3.0,,3.0,neutral or dissatisfied
Male,Loyal Customer,50.0,Personal Travel,Eco,1635.0,1,5,1,3,4,1,4.0,4.0,3,5,5,3,4,,0.0,4.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,,5,2,3,2,5,5,5.0,,3,5,3,2,2,5.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Eco,,4,1,1,1,2,4,,,4,4,4,2,4,5.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Eco Plus,,3,4,4,4,3,3,3.0,,2,3,3,2,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,39.0,Business travel,Eco Plus,272.0,5,2,2,2,5,5,,,1,4,1,2,3,,0.0,0.0,satisfied
Male,Loyal Customer,36.0,Business travel,Business,,1,1,2,1,3,4,4.0,,4,4,4,5,4,,,43.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,5,3,4,5,3,5.0,,2,4,1,5,5,,,0.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,387.0,5,2,5,4,1,5,1.0,1.0,4,3,5,3,4,,,0.0,satisfied
Male,Loyal Customer,,,Business,,2,2,4,2,3,4,,,5,5,5,4,5,5.0,,9.0,satisfied
Female,Loyal Customer,57.0,,Eco,649.0,4,4,4,4,4,1,3.0,,4,4,4,5,4,,27.0,17.0,satisfied
Female,Loyal Customer,28.0,Business travel,Business,1909.0,2,2,2,2,4,4,,,3,5,5,2,3,,0.0,0.0,satisfied
Female,Loyal Customer,,,Business,,2,5,2,2,5,5,4.0,,5,5,5,3,5,3.0,0.0,0.0,satisfied
Female,Loyal Customer,38.0,,Eco,,4,5,3,5,4,4,,,2,3,4,5,3,,0.0,2.0,satisfied
Female,Loyal Customer,,Business travel,Business,,4,4,4,4,4,4,4.0,,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,2,5,2,5,4,2,,,1,1,3,3,4,,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,47.0,,Eco,,1,5,1,1,1,4,,,3,4,5,5,4,5.0,141.0,123.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,5,3,3,3,3,3.0,,5,3,4,4,4,3.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,77.0,,Eco Plus,,1,5,5,5,2,3,,,2,1,2,4,2,1.0,57.0,52.0,neutral or dissatisfied
Female,Loyal Customer,51.0,,Business,1136.0,2,2,2,2,3,5,,5.0,5,5,5,4,5,,,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,2,1,2,4,5,2,,,2,5,4,1,3,5.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,53.0,Business travel,Business,,3,2,3,3,2,4,5.0,,4,4,4,3,4,,,18.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,2,1,2,2,4,2,4.0,4.0,1,5,1,3,2,,0.0,4.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,,3,3,3,3,1,3,1.0,1.0,1,2,3,4,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,42.0,Business travel,Business,,2,2,2,2,5,3,5.0,,5,5,5,4,5,5.0,,0.0,satisfied
Female,Loyal Customer,59.0,Business travel,Business,,2,2,2,2,5,2,2.0,,3,4,3,5,3,,18.0,29.0,satisfied
Female,Loyal Customer,45.0,,Business,907.0,4,4,4,4,5,4,,,5,5,5,3,5,,,4.0,satisfied
Male,Loyal Customer,37.0,Personal Travel,Eco,,3,5,3,5,3,3,,,3,2,4,3,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,50.0,Business travel,Eco,986.0,4,3,3,3,4,4,,,3,3,1,2,2,4.0,0.0,0.0,satisfied
Female,Loyal Customer,57.0,Business travel,Business,868.0,3,3,3,3,5,5,5.0,,5,5,5,4,5,5.0,1.0,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,1,4,3,3,4,4,,,1,1,1,2,1,,,0.0,neutral or dissatisfied
Female,Loyal Customer,36.0,Personal Travel,Eco,,2,3,2,1,4,2,4.0,,4,5,2,3,4,4.0,0.0,6.0,neutral or dissatisfied
Male,Loyal Customer,47.0,Business travel,Business,2602.0,4,4,4,4,5,5,4.0,,5,5,5,5,5,5.0,,39.0,satisfied
Male,Loyal Customer,54.0,,Eco,,1,2,2,2,1,1,,,3,2,4,4,4,,,17.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,5,4,4,3,5,,,2,4,5,3,2,5.0,,3.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,5,5,5,5,3,4,,,5,5,5,5,5,,3.0,0.0,satisfied
Female,disloyal Customer,48.0,Business travel,Business,,3,2,2,3,5,3,5.0,,5,3,4,5,5,,19.0,5.0,neutral or dissatisfied
Male,disloyal Customer,54.0,,Eco,,1,1,1,4,1,2,2.0,3.0,2,4,3,2,1,,,6.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,2049.0,1,1,1,1,4,4,5.0,,4,4,4,5,4,,,0.0,satisfied
Male,Loyal Customer,34.0,,Business,,5,5,5,5,4,5,4.0,,3,3,3,4,3,5.0,0.0,0.0,satisfied
Male,Loyal Customer,40.0,,Business,3388.0,2,2,2,2,4,5,,3.0,3,4,3,4,3,,,0.0,satisfied
Male,Loyal Customer,,,Business,3478.0,3,3,3,3,5,5,,3.0,3,3,3,3,3,,,9.0,satisfied
Female,Loyal Customer,57.0,,Eco Plus,259.0,3,4,4,4,5,2,4.0,,3,3,3,2,3,2.0,,39.0,satisfied
Female,Loyal Customer,59.0,,Business,,1,1,1,1,2,3,,,4,4,4,5,4,4.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,1,0,0,2,3,0,4.0,,4,5,2,1,2,3.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,54.0,,Eco,,4,5,4,2,4,4,3.0,,3,3,1,2,1,4.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,3585.0,4,2,4,4,5,4,4.0,,4,3,4,3,4,,,0.0,satisfied
Male,disloyal Customer,20.0,Business travel,Eco,,4,0,4,3,3,4,1.0,,2,2,3,2,1,,,0.0,satisfied
Female,disloyal Customer,42.0,Business travel,Business,,3,3,3,2,5,3,5.0,,3,3,5,4,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,26.0,Business travel,Business,696.0,5,5,5,5,4,5,4.0,,3,2,4,3,5,4.0,17.0,7.0,satisfied
Female,Loyal Customer,,Business travel,Business,1036.0,3,3,3,3,3,4,5.0,3.0,3,3,3,4,3,,,104.0,satisfied
Male,Loyal Customer,57.0,Business travel,Business,,3,4,4,4,2,3,,,4,4,3,2,4,3.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,32.0,,Business,965.0,1,1,1,1,4,4,,,5,3,5,4,5,,12.0,6.0,satisfied
Male,Loyal Customer,58.0,Personal Travel,Eco,,3,4,3,4,4,3,4.0,,4,5,5,5,4,,8.0,20.0,neutral or dissatisfied
Male,Loyal Customer,29.0,Business travel,Eco Plus,,2,5,5,5,2,2,2.0,,4,3,4,1,3,2.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Eco,479.0,2,4,2,4,3,2,3.0,,4,3,3,3,3,,3.0,0.0,neutral or dissatisfied
Male,Loyal Customer,32.0,,Business,531.0,5,2,2,2,5,4,,,2,4,4,4,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,37.0,,Eco,,2,5,2,3,4,2,,,5,2,4,5,5,,,3.0,neutral or dissatisfied
Female,Loyal Customer,30.0,Personal Travel,Eco,,3,4,3,3,1,3,1.0,,5,4,5,3,5,1.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,35.0,,Eco,,3,4,4,4,3,3,,,5,3,2,3,3,,131.0,131.0,neutral or dissatisfied
Male,Loyal Customer,25.0,,Eco Plus,944.0,3,5,3,4,3,3,,,4,2,2,1,5,3.0,,1.0,neutral or dissatisfied
Female,Loyal Customer,45.0,Business travel,Eco,,5,2,2,2,4,5,,,5,5,5,2,5,5.0,0.0,0.0,satisfied
Male,Loyal Customer,,Business travel,Business,,2,2,2,2,2,4,4.0,,4,4,4,3,4,5.0,,0.0,satisfied
Female,disloyal Customer,23.0,Business travel,Eco,351.0,0,0,0,1,5,0,,,4,3,2,4,4,5.0,0.0,0.0,satisfied
Female,disloyal Customer,48.0,,Business,,5,5,5,3,5,5,,,4,4,5,4,5,5.0,0.0,0.0,satisfied
Female,Loyal Customer,56.0,,Eco,,0,4,0,4,5,4,4.0,,2,0,2,3,2,1.0,0.0,0.0,satisfied
Male,Loyal Customer,36.0,Business travel,Eco,,4,5,5,5,4,4,,,2,3,3,1,3,4.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,17.0,Personal Travel,Eco,,2,1,2,2,1,2,1.0,1.0,4,5,2,3,2,,,0.0,neutral or dissatisfied
Female,disloyal Customer,25.0,,Eco,,2,2,2,2,4,2,4.0,,2,1,3,1,3,,,23.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,4,4,4,4,4,4,,,1,2,5,2,5,,83.0,58.0,satisfied
Male,disloyal Customer,,Business travel,Eco,846.0,4,4,4,4,3,4,3.0,,1,4,3,3,4,3.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,47.0,Business travel,Eco,,5,1,1,1,5,5,,,2,5,4,1,1,5.0,,0.0,satisfied
Female,disloyal Customer,,,Eco,,0,0,0,1,4,0,,,5,4,2,2,3,,,0.0,satisfied
Male,disloyal Customer,34.0,,Eco,,3,3,3,3,1,3,1.0,,1,5,3,4,4,,,0.0,neutral or dissatisfied
Male,disloyal Customer,36.0,Business travel,Business,,3,3,3,1,3,5,5.0,,5,4,5,5,5,5.0,2.0,13.0,neutral or dissatisfied
Female,Loyal Customer,29.0,Business travel,Business,,3,4,2,2,3,3,3.0,3.0,4,2,3,2,3,,,10.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,5,5,5,2,4,5,4.0,,5,5,3,3,4,,,0.0,satisfied
Female,Loyal Customer,,,Business,,5,5,5,5,5,5,4.0,,4,4,4,3,4,,0.0,1.0,satisfied
Female,Loyal Customer,39.0,,Business,,3,5,5,5,5,3,,,3,3,3,1,3,,0.0,31.0,neutral or dissatisfied
Male,Loyal Customer,47.0,,Eco,,2,4,2,2,5,2,5.0,,4,1,3,3,4,5.0,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,,1,5,1,5,4,1,4.0,,5,4,5,5,4,,,37.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,1,1,1,1,3,5,,,5,5,5,4,5,4.0,0.0,0.0,satisfied
Male,disloyal Customer,23.0,,Eco,,2,2,2,3,4,2,,,5,2,5,5,5,4.0,,80.0,neutral or dissatisfied
Female,Loyal Customer,31.0,,Business,,3,3,3,3,4,4,,,5,5,1,1,1,4.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,1,1,1,1,5,4,4.0,5.0,5,5,5,3,5,,18.0,18.0,satisfied
Male,Loyal Customer,,Business travel,Eco Plus,,2,5,5,5,2,2,4.0,,4,2,4,1,3,2.0,,11.0,neutral or dissatisfied
Female,Loyal Customer,61.0,Personal Travel,Business,980.0,2,3,1,1,1,3,,,1,1,3,3,1,5.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Business,282.0,4,2,4,3,3,2,3.0,,3,4,5,2,3,,,23.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,2,4,2,1,3,2,,3.0,3,3,5,5,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,37.0,,Business,977.0,3,2,2,2,3,3,2.0,,3,2,3,1,3,3.0,,18.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,2,5,5,5,2,2,,,1,2,4,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,66.0,,Eco,,3,2,3,3,2,3,,,2,4,2,1,3,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,2,2,2,2,5,4,5.0,,4,4,4,4,4,3.0,0.0,0.0,satisfied
Female,Loyal Customer,,,Business,,0,5,0,4,3,5,,,1,1,1,5,1,4.0,,0.0,satisfied
Female,Loyal Customer,49.0,Business travel,Business,,4,4,4,4,5,4,,,5,5,5,4,5,,,0.0,satisfied
Female,Loyal Customer,24.0,,Eco,,1,4,1,4,5,1,5.0,5.0,5,1,4,1,4,,57.0,48.0,neutral or dissatisfied
Female,Loyal Customer,22.0,,Eco,853.0,3,5,3,3,4,3,,,3,3,5,3,4,,2.0,4.0,neutral or dissatisfied
Male,disloyal Customer,38.0,Business travel,Eco,,4,4,4,3,1,4,2.0,,1,5,3,4,4,,1.0,5.0,neutral or dissatisfied
Female,Loyal Customer,39.0,Business travel,Business,2092.0,2,2,2,2,2,4,4.0,,5,5,5,4,5,,,0.0,satisfied
Male,Loyal Customer,24.0,Business travel,Business,,2,2,2,2,5,4,5.0,,4,5,4,3,4,,,9.0,satisfied
Male,disloyal Customer,,Business travel,Business,,3,3,3,2,1,3,,,4,2,4,4,4,1.0,,13.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,5,4,3,3,5,,,1,4,1,4,1,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,874.0,1,3,1,3,1,1,1.0,,3,4,4,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,223.0,3,3,3,3,5,4,3.0,,1,1,3,2,1,,,5.0,neutral or dissatisfied
Male,disloyal Customer,25.0,Business travel,Eco,809.0,1,1,1,4,1,1,,,2,1,3,2,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,47.0,Business travel,Eco Plus,147.0,3,4,4,4,3,3,3.0,,2,3,4,3,3,3.0,,176.0,neutral or dissatisfied
Male,Loyal Customer,33.0,,Business,213.0,4,1,4,5,4,4,,,5,3,4,3,4,4.0,,15.0,satisfied
Female,Loyal Customer,58.0,,Eco,,5,3,5,2,1,2,,,4,5,4,3,4,4.0,2.0,0.0,satisfied
Male,Loyal Customer,55.0,,Business,,1,1,1,1,4,5,,,5,5,5,4,5,3.0,0.0,0.0,satisfied
Male,disloyal Customer,,,Eco,,4,0,4,3,4,4,,,4,2,3,3,2,,0.0,9.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,236.0,2,4,2,3,4,4,5.0,,4,2,4,3,4,,,0.0,neutral or dissatisfied
Male,disloyal Customer,23.0,,Eco,,2,2,2,3,5,2,5.0,,4,2,5,3,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,266.0,2,4,4,4,1,4,3.0,,2,2,2,4,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,34.0,,Eco,,4,5,4,1,5,4,1.0,,2,1,3,1,2,,100.0,,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,2,2,2,3,5,3,,,1,2,3,3,1,4.0,,37.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,3,5,3,1,5,3,5.0,,4,4,5,5,5,5.0,,28.0,neutral or dissatisfied
Female,disloyal Customer,25.0,,Business,,3,0,3,4,5,3,5.0,5.0,3,5,5,5,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco Plus,544.0,2,1,2,4,5,2,,,2,5,3,2,4,5.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,369.0,3,5,3,3,1,3,2.0,,4,1,2,2,3,,,8.0,neutral or dissatisfied
Female,Loyal Customer,43.0,,Business,283.0,5,5,4,5,5,5,5.0,,5,4,5,4,5,4.0,,0.0,satisfied
Male,disloyal Customer,37.0,Business travel,Business,,2,2,2,3,1,2,1.0,1.0,2,3,3,1,4,,,75.0,neutral or dissatisfied
Male,disloyal Customer,20.0,,Business,224.0,5,3,5,2,4,5,,,3,5,5,3,4,,,0.0,satisfied
Male,Loyal Customer,40.0,,Eco Plus,,4,2,2,2,4,4,,,2,5,3,2,4,,,6.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,964.0,2,1,3,1,2,2,,,2,3,4,1,4,,,0.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,2504.0,1,1,1,4,4,1,,,3,2,2,3,4,4.0,,61.0,neutral or dissatisfied
Female,Loyal Customer,55.0,Business travel,Business,,5,5,5,5,2,4,5.0,,5,5,5,3,5,4.0,,0.0,satisfied
Female,Loyal Customer,54.0,Personal Travel,Eco,,1,1,1,3,2,3,,,2,1,1,1,2,2.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,16.0,Personal Travel,Eco Plus,1590.0,2,4,2,1,2,2,2.0,,4,3,4,4,5,,21.0,15.0,neutral or dissatisfied
Female,Loyal Customer,22.0,,Business,,3,5,3,3,4,3,,,1,2,3,2,4,4.0,,16.0,neutral or dissatisfied
Male,Loyal Customer,9.0,,Business,,3,2,3,4,2,3,5.0,2.0,2,2,3,1,4,,9.0,10.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,912.0,2,5,3,1,5,3,5.0,,4,2,4,5,5,5.0,,52.0,neutral or dissatisfied
Female,disloyal Customer,27.0,Business travel,Eco,,1,1,1,3,1,1,,,4,1,3,2,2,1.0,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Business,1073.0,2,2,2,4,1,2,,,2,3,4,1,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,42.0,Business travel,Business,,3,3,3,3,4,5,,,5,5,5,3,5,5.0,,11.0,satisfied
Male,Loyal Customer,45.0,,Business,1621.0,5,5,5,5,2,5,4.0,,2,2,2,4,2,4.0,,0.0,satisfied
Male,Loyal Customer,15.0,Personal Travel,Eco,,2,4,2,3,1,2,1.0,,1,1,4,1,4,,8.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,907.0,1,1,1,3,2,1,3.0,,4,3,5,4,4,2.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,18.0,Business travel,Eco,,1,2,2,3,3,1,3.0,,3,2,5,1,3,3.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Business,,5,0,5,5,5,5,5.0,,3,4,5,4,5,,0.0,0.0,satisfied
Male,Loyal Customer,28.0,Business travel,Business,2530.0,3,3,3,3,2,2,2.0,,5,3,4,3,4,2.0,79.0,70.0,satisfied
Female,Loyal Customer,,,Eco,,3,5,5,5,2,4,,,3,3,3,1,3,,,25.0,neutral or dissatisfied
Female,Loyal Customer,25.0,,Eco,,2,0,3,1,5,3,5.0,,4,2,1,5,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,53.0,Business travel,Eco,,5,5,5,5,4,4,,,5,5,5,2,5,,0.0,0.0,satisfied
Female,Loyal Customer,53.0,Business travel,Business,,4,4,5,4,5,5,,,5,5,5,5,5,,,0.0,satisfied
Female,disloyal Customer,29.0,Business travel,Eco,990.0,4,4,4,1,5,4,5.0,,4,2,2,1,3,5.0,,17.0,satisfied
Female,Loyal Customer,,,Business,,2,5,5,5,2,2,2.0,,2,2,4,2,3,,,0.0,neutral or dissatisfied
Male,disloyal Customer,56.0,Business travel,Business,,3,4,4,3,2,3,2.0,,4,3,5,4,5,,0.0,4.0,neutral or dissatisfied
Male,Loyal Customer,33.0,Business travel,Business,,2,2,2,2,5,5,5.0,,4,1,4,2,5,5.0,0.0,0.0,satisfied
Female,Loyal Customer,,,Eco,,4,1,1,1,2,3,,,4,4,4,5,4,3.0,3.0,0.0,satisfied
Male,Loyal Customer,54.0,,Business,67.0,4,4,4,4,3,3,,,5,5,4,1,5,1.0,3.0,0.0,satisfied
Female,Loyal Customer,52.0,Business travel,Eco,,5,4,4,4,1,1,,,5,5,5,2,5,1.0,0.0,0.0,satisfied
Male,Loyal Customer,28.0,Personal Travel,Eco,683.0,2,4,2,4,1,2,1.0,,5,4,5,5,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,40.0,Business travel,Business,,2,2,2,2,2,3,,,5,5,5,4,5,3.0,,13.0,satisfied
Male,Loyal Customer,38.0,,Business,3873.0,5,5,5,5,5,5,5.0,,4,4,4,3,4,5.0,,0.0,satisfied
Male,Loyal Customer,9.0,Personal Travel,Business,,1,5,1,4,1,1,5.0,,4,2,5,4,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,44.0,,Eco,,4,3,3,4,2,3,2.0,,4,2,3,2,4,2.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,,3,4,3,3,1,3,3.0,,1,5,3,2,4,1.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,7.0,,Eco,,2,4,1,1,4,1,4.0,,5,4,5,5,4,4.0,,14.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,,2,1,2,3,5,2,5.0,,3,2,3,4,2,5.0,70.0,97.0,neutral or dissatisfied
Female,Loyal Customer,25.0,,Business,,3,3,3,3,4,4,,,5,5,4,3,5,,,6.0,satisfied
Male,disloyal Customer,25.0,Business travel,Eco,,4,4,4,4,3,4,3.0,3.0,3,2,4,4,5,3.0,18.0,0.0,satisfied
Female,disloyal Customer,43.0,Business travel,Eco Plus,,1,1,1,2,4,1,,,5,2,5,3,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,51.0,,Business,849.0,2,3,3,3,1,4,3.0,,2,2,2,3,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,60.0,Personal Travel,Eco,351.0,1,5,1,1,4,5,5.0,,5,1,5,3,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Business,,3,2,3,3,1,4,4.0,,2,3,2,4,2,3.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,53.0,Personal Travel,Eco,,1,4,1,4,4,1,,4.0,5,2,5,4,4,4.0,42.0,36.0,neutral or dissatisfied
Female,Loyal Customer,65.0,,Business,3207.0,1,1,5,1,4,5,4.0,,4,4,4,3,4,,0.0,7.0,satisfied
Female,Loyal Customer,,,Eco Plus,,5,1,3,1,3,5,4.0,,5,5,5,2,5,1.0,,0.0,satisfied
Female,Loyal Customer,57.0,Business travel,Business,273.0,2,2,2,2,2,5,4.0,,5,5,5,3,5,,,1.0,satisfied
Male,Loyal Customer,70.0,,Business,,4,4,4,4,2,2,5.0,,5,5,5,5,5,1.0,,4.0,satisfied
Female,Loyal Customer,49.0,Business travel,Business,,5,5,5,5,5,4,5.0,,4,4,4,5,4,5.0,,0.0,satisfied
Female,Loyal Customer,18.0,,Business,,5,5,5,5,3,3,3.0,,4,5,4,4,4,,,0.0,satisfied
Female,Loyal Customer,67.0,Personal Travel,Eco,,2,5,2,2,3,5,,,2,2,2,3,2,4.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,45.0,Personal Travel,Business,,2,4,3,4,2,4,5.0,,4,3,5,5,4,,49.0,31.0,neutral or dissatisfied
Female,Loyal Customer,49.0,Business travel,Eco,,3,2,2,2,3,2,2.0,,3,3,3,5,3,,0.0,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,1,5,1,3,5,1,1.0,,2,2,4,2,4,,,42.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,3,3,3,3,3,3,3.0,,3,1,2,3,3,3.0,36.0,31.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,,2,5,5,5,2,2,,,4,2,4,4,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,692.0,2,1,1,1,2,2,2.0,,4,5,3,4,4,,2.0,23.0,neutral or dissatisfied
Male,disloyal Customer,,,Business,,0,5,0,2,5,0,5.0,,3,5,4,5,5,,,9.0,satisfied
Male,disloyal Customer,23.0,Business travel,Eco,,3,3,3,2,3,3,3.0,,2,5,2,3,2,,18.0,16.0,neutral or dissatisfied
Male,Loyal Customer,68.0,Personal Travel,Eco,,2,5,1,4,4,1,4.0,,5,2,5,4,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,4,2,2,2,4,4,4.0,4.0,2,5,3,1,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,19.0,,Eco,,5,5,3,3,4,3,,4.0,2,2,3,3,5,4.0,,0.0,satisfied
Female,Loyal Customer,,,Eco Plus,279.0,4,1,1,1,4,1,3.0,,4,4,4,1,4,,6.0,1.0,satisfied
Female,disloyal Customer,15.0,Business travel,Eco,,4,4,4,2,4,2,,,5,1,1,2,2,2.0,,99.0,neutral or dissatisfied
Male,Loyal Customer,30.0,,Eco,,0,0,0,3,3,0,,,2,4,5,5,4,,2.0,0.0,satisfied
Male,Loyal Customer,15.0,,Eco Plus,,4,5,4,5,4,4,3.0,,2,3,4,4,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,,0,5,0,4,4,0,4.0,,4,5,4,5,5,4.0,,0.0,satisfied
Female,Loyal Customer,46.0,Business travel,Business,3886.0,4,4,4,4,2,4,4.0,,4,4,4,4,4,5.0,0.0,0.0,satisfied
Male,Loyal Customer,,,Business,,5,5,5,5,5,5,5.0,,2,1,3,3,2,5.0,14.0,11.0,satisfied
Female,Loyal Customer,41.0,,Business,,3,3,3,3,3,5,4.0,,4,4,4,4,4,,115.0,113.0,satisfied
Female,Loyal Customer,31.0,,Eco,,3,5,3,1,3,1,1.0,5.0,3,3,1,1,4,,,156.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,2,2,2,2,2,5,4.0,,5,5,5,4,5,4.0,0.0,2.0,satisfied
Male,Loyal Customer,,Business travel,Business,373.0,1,1,4,1,4,4,4.0,,5,5,5,4,4,,180.0,182.0,satisfied
